uid,type,SBU（部门）,PRD号码,产品名称,PRD号码,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方,样品ART
1,default,EDR,30040210,Acronal? 700 L app.50%,30040210,Acronal? 700 L app.50%,Acronal? 700 L app.50%,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,51,an acrylic resin dissolved in 50% ethyl acetate that is used as a plasticizer for industrial coating applications,75,Co-polymer from n-butyl acrylate and vinyl isobutyl ether dissolved in 50% ethyl acetate,resin solution,"6,10",Excellent adhesion  |  Good flexibility  |  Resistant to light aging  |  ,Interior/exterior general industrial metal coating applications#Interior/exterior concrete coating applications#Automotive OEM or refinish applications#Urethane elastomers and sealants#,CN,49~ 50,,,,,,0.5 ~ 0.8,,,,,,,,,,,,,,,,,,,180kg,DE,"50074439,0,10",,50074439
1,default,EDR,30141269,Joncryl? 587,30141269,Joncryl? 587,Joncryl? 587,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,a hydroxyl functional acrylic flake for use in solvent-based crosslinked system,74,hydroxyl functional acrylic flake,clear solid resin,"6,10","wide choice of compatible solvents, for maximum formulation flexibility  |  high resistance properties  |  economic, due to low isocyanate demand  |  provides good pot life, plus capability for fast tack free time",Silk Screen printing inks and lacquers#applied to plastic and aggressive substances.#,CN,98,,,,,,,,,,,,,,,,,92,2.8,,,,,,,22.68kg,US,"54036826,0,11",,54036826
1,default,EDR,30282521,Joncryl? 804,30282521,Joncryl? 804,Joncryl? 804,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"a high equivalent weight, hydroxyl functional solid flake acrylic polyol for liquid polyurethane and industrial powder coating applications",74,Hydroxy functional acrylic polyol,solid flake,"6,10",Wide solvent selection latitude  |  Exceptional appearance for powder coatings  |  Excellent exterior durability and chemical resistance  |  Excellent gloss and gloss retention  |  High equivalent weight for economical urethane formulations  |  ,economical liquid polyurethane and powder coating applications#Interior/exterior general metal powder coating applications#Interior/exterior plastic component coating applications#Exterior wood coatings for furniture applications#Automotive refinish applications,CN,100,,,,,,,,,,,,,,,,,45,1.3,,,,,,,22.68kg,,"54050129,0,11",,54050129
1,default,EDR,30282567,Joncryl? 848,30282567,Joncryl? 848,Joncryl? 848,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,a solid flake acrylic resin for gloss control in industrial hybrid powder coating applications,86,Carboxyl functional acrylic resin,clear flake,6,Chemical resistance  |  Low cure  |  Stable color and gloss over a wide bake range  |  Matte gloss,specifically as a gloss control additive or as a stand-alone resin in acrylic epoxy hybrid powder coatings#Interior/exterior general metal powder coating applications#,CN,> 98.5,,,,,,,,,,,,,,,,,,,,,,,,,22.68kg,NL,"54050606,0,11",,54050606
1,default,EDR,30282438,Joncryl? 507,30282438,Joncryl? 507,Joncryl? 507,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Joncryl? 507 is a hydroxyl functional acrylic polyol for isocyanate- and melamine-crosslinked coatings,74,hydroxyl functional acrylic polyol,clear liquid,"6,10",narrow molecular weight distribution  |  n-Butyl acetate version of Joncryl? 500  |  for use in low odor applications  |  ,Interior/exterior automotive refinish applications#Interior/exterior general metal industrial coating applications#,CN,~ 80,,,,,"2,500 – 5,500",,,,,,,,,,,,~ 140,,,,,,,,204.117kg,US,"50314030,0,11",,50314030
1,default,EDR,30282599,Joncryl? 922,30282599,Joncryl? 922,Joncryl? 922,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,a fast curing acrylic polyol for high solids polyurethane coating applications,74,Acrylic polyol,clear liquid,"6,10",Very low VOC  |  Fast dry time  |  Utility as a modifier  |  Supplied in n-Butyl acetate,"formulate fast drying urethane coatings with quick dry times and a practical pot life#High solids coatings for maintenance, transportation, and other applications#for use in areas where odor is a concern#Interior/exterior general metal coating applications#Automotive refinish coating applications",CN,80,,,,,,5.5,,,,,,,,,,,140,4.2,,,,,,,204.117kg,,"50314215,0,11",,50314215
1,default,EDR,30282603,Joncryl? 942,30282603,Joncryl? 942,Joncryl? 942,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,a fast curing acrylic polyol for high solids polyurethane coating applications,74,Acrylic polyol,pale yellow liquid,"6,10",Lacquer-like dry times  |  Very fast hardness development  |  Good gloss and gloss retention  |  Good chemical resistance,"high performance, maintenance, automotive refinish, and transportation coating applications#Interior/exterior general metal coating applications#",CN,~ 73.5,,,,,"3,100 – 10,000",,,,,,,,,,,,~ 140,4.2,,,,,,,204.117kg,US,"50314219,0,11",,50314219
1,default,EDR,30431259,Joncryl? 963,30431259,Joncryl? 963,Joncryl? 963,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"a very soft, low Tg, flexibilizing modifier resin used in high solids system for very low VOC formulations",74,Acrylic polyol,clear liquid,6,"Flexibilizer  |  98%,  solids pourable liquid  |  Enables low VOC formulas  |  Improves weatherability and acid-rain resistance",use in high solids system for low VOC coatings system#Interior/exterior general metal coating applications#Automotive OEM and refinish coating applications,CN,98%，,,,,,,7.5,,,,,,,,,,,130,3.9,,,,,,,204.118kg,,"50101621,0,11",,50101621
1,default,EDR,30565735,Joncryl? RPD 980-B,30565735,Joncryl? RPD 980-B,Joncryl? RPD 980-B,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,a Rapid Property Development (RPD) acrylic polyol for high solids polyurethane coating applications,74,RPD acrylic polyol,clear liquid,"6,10",rapid dry through and cure time  |  practical pot life  |  utility as a modifier  |  excellent gloss development  |  suitable for low VOC system  |  ,Interior/exterior automotive refinish applications#Interior/exterior general industrial coating applications#Modifier to improve flow and leveling,CN,79.0 - 81.5,,,,,"3,600 - 8,000",,,,,,,,,,,,135 - 150,,,,,,,,204.117kg,US,"50308048,0,11",,50308048
1,default,EDR,30282595,Joncryl? 911,30282595,Joncryl? 911,Joncryl? 911,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,an acrylic polyol for high solids industrial polyurethane coating applications,74,acrylic polyol,clear liquid,"6,10",high equivalent weight  |  good durability  |  low VOC  |  cost effective,Interior/exterior general metal coating applications,CN,77,,,,,"~ 7,000",,,,,,,,,,,,70,,,,,,,,204.117kg,,"50314207,0,11",,50314207
1,default,EDR,30631534,Basonol? HPE 1170 B,30631534,Basonol? HPE 1170 B,Basonol? HPE 1170 B,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,53,a OH functional hyperbranched Polyester to be used as a co-binder in 2K PUR and 1K clear- and pigmented coating 2K system for improved performance,23,hyperbranched polyester,clear liquid,"6,10","low impact on VOC, especially in High Solid coatings (± 2 % max)  |  prolonged pot life  |  improved drying speed (physically / chemically)  |  earlier block resistance  |  improved early and final hardness  |  improved reflow behavior especially in clearcoats  |  improved chemical resistance  |  excellent weathering performance and low hydrolysis sensitivity","High solid refinish clear coat#OEM clear coat#High solid and super high solid pigmented topcoat and DTM system#e.g. ACE, Transportation#",CN,(70 ± 2),,,,,,(4.4 ± 1.4),,,,,,,,,,,280 ± 10,,,,,,,,200kg,ES,"50428912,0,11",,50428912
1,default,EDR,30529407,Sovermol? 750,30529407,Sovermol? 750,Sovermol? 750,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of UV-stable polyurethanes,24,Branched polyether/polyester,"Low viscous, yellow, clear liquid",6,Hydrolysis stable  |  Hydrophobic  |  Low viscosity  |  High Shore D hardness (D ~ 80)  |  High renewable raw material content  |  High saponification stable  |  Excellent chemical resistance  |  High Tg- Polyol,"In combination with Polymer MDI it can be used for the production of 2 pack coating and casting materials.#In combination with an aliphatic, HDI-based polyisocyanate, it is suitable for the production of UV-stable and weathering resistant coatings.#",CN,,,< 0.1%,3,,700 ~ 1400 (20℃),,,,,,,,,,,,300 ~ 330,,,,,,,,180kg,DE,"50339829,0,11",,50339829
1,default,EDR,30529365,Sovermol? 760,30529365,Sovermol? 760,Sovermol? 760,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of UV-stable polyurethanes,24,Branched polyether/polyester,"Medium viscous, yellow, liquid",6,Hydrolysis stable  |  Hydrophobic  |  Extremely high Tg-polyol  |  High Shore D hardness (D~90)  |  High renewable raw material content  |  High saponification stable  |  Excellent chemical resistance  |  ,"In combination with Polymer MDI it can be used for the production of 2 pack coating and casting materials.#In combination with an aliphatic, HDI-based polyisocyanate, it is suitable for the production of UV-stable and weathering resistant coatings.#",CN,,,< 0.2 %,3.5,,1500 ~ 3000,,,,,,,,,,,,370 ~ 410,,,,,,,,180kg,DE,"50339830,0,11",,50339830
1,default,EDR,30529323,Sovermol? 805,30529323,Sovermol? 805,Sovermol? 805,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Branched polyether/polyester,"Yellow to light brown, medium viscous polyol",6,Universal polyol  |  Shore D hardness ~ 70  |  High renewable raw material content  |  Excellent impact resistance  |  Excellent chemical resistance  |  ,"In combination with Polymer MDI it can be used for the production of 2 pack coating and casting materials, crack bridging coatings, in floorings and for adhesives.",CN,,,< 0.2 %,3.5,,2800 ~ 4000 (20℃),,,,,,,,,,,,160 ~ 185,,,,,,,,180kg,DE,"50339831,0,11",,50339831
1,default,EDR,30529346,Sovermol? 815,30529346,Sovermol? 815,Sovermol? 815,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Branched polyether/polyester,Yellow fluid,6,Low viscosity universal polyol  |  Good elastic memory effect  |  High renewable raw material content  |  Binder for pigment pastes  |  Good chemical resistance  |  ,In combination with Polymer MDI it can be used for the production of rigid-flexible 2 pack coating and casting materials.,CN,,,< 0.2%,3.5,,1300 ~ 1900,,,,,,,,,,,,210 ~ 230,,,,,,,,180kg  |  900kg  |  ,DE,"50339833,0,11",,50339833
1,default,EDR,30531422,Sovermol? 819,30531422,Sovermol? 819,Sovermol? 819,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Oleochemical Polyester,"Yellow, low viscous liquid",6,Raw materials are registered in EU-Directive  |  Low viscosity universal polyol  |  Good self-leveling properties  |  Extremely hydrophobic  |  Good bonding properties  |  High renewable raw material content,"In combination with Polymer MDI Sovermol? 819 can be used for the production of 2-pack coating and casting materials.#Due to the hydrophobic properties and its low viscosity, this material is therefore eminently suitable for electro potting compounds.#",CN,,,≤ 0.2 %,2.6,,750 ~ 950,,,,,,,,,,,,230 ~ 250,,,,,,,,180kg,DE,"50339835,0,11",,50339835
1,default,EDR,30536784,Sovermol? 1092,30536784,Sovermol? 1092,Sovermol? 1092,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Branched polyether/polyester,"Yellow, low viscous liquid",6,Low viscosity high performance polyol  |  Excellent pigment wetting at TiO2  |  Extremely hydrophobic  |  Good bonding properties  |  Hardness similar to epoxy system  |  High renewable raw material content,"In combination with Polymer MDI  it can be used for the production of 2-pack PU coating and adhesives.#Due to the hydrophobic properties and its low viscosity, this material is therefore eminently suitable for electro potting compounds.#",CN,,,< 0.2 %,2.8,,650 ~ 950,,,,,,,,,,,,268 ~ 298,,,,,,,,180kg,DE,,,
1,default,EDR,30617626,Sovermol? 45,30617626,Sovermol? 45,Sovermol? 45,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Branched polyether,"Medium viscous, clear liquid",6,Co - polyol (in combination with Sovermol? 750 UV-stable)  |  Improves glass transition temperature Tg  |  High cross-linking density  |  Improvement of chemical resistance  |  Hydrophilic  |  Functionality approx. 4,recommended for solvent-free coatings of high chemical resistances and hardness,CN,,,< 0.15 %,4,,3000 ~ 6000,,,,,,,,,,,,530 ~ 610,,,,,,,,217kg,US,"50397656,0,11",,50397656
1,default,EDR,30697315,Sovermol* 100 N,30697315,Sovermol* 100 N,Sovermol* 100 N,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Branched polyether,"Medium viscous, clear liquid",6,"Co-polyol (in combination with Sovermol 750 UV-stable)  |  Improves glass transition temperature Tg  |  High cross-linking density, hydrophilic  |  Improvement of chemical resistance  |  Drinking and potable water application possible upon product specific confirmation according to local legislation  |  ",recommended for solvent-free coatings of high chemical resistances and hardness,CN,,,< 0.1 %,3,,5400 ~ 6400,,,,,,,,,,,,810 ~ 910,,,,,,,,200kg,BE,"50614939,0,11",,50614939
1,default,EDR,30529413,Sovermol? 1055,30529413,Sovermol? 1055,Sovermol? 1055,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethane system,24,Epoxy group containing ester,"Light yellow, low viscous fluid",6,High renewable raw material content  |  UV-stable performance  |  VOC free acc. to 2004/42/EU  |  Plasticizer for PUR and Epoxy system,"In combination with base polyols (e.g. Sovermol? 750 ), the UV stable Sovermol? 1055 can be used as non- reactive diluent, plasticizer and hydrophobing agent in PU system.#It is compatible with liquid epoxy resins and therefore can be used as reactive diluent.#",CN,,,< 0.2 %,,,0 ~ 20 (20℃),,,,,,,,,,,,,,,,,,,,180kg,DE,"50339802,0,11",,50339802
1,default,EDR,30528209,Sovermol? 1058,30528209,Sovermol? 1058,Sovermol? 1058,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a non- reactive diluent used in the manufacturing of 1K and 2K polyurethane system,24,Fatty acid ester,"Yellow, low viscous fluid",6,High renewable raw material content  |  Hydrophobic performance  |  VOC free acc. to 2004/42/EU  |  Plasticizer for PUR and Epoxy system,"In combination with base polyols (e.g. Sovermol? 805), Sovermol? 1058 can be used as non- reactive diluent in 2K PUR system to decrease viscosity and improve processing properties.#Based on the very low water content (≤ 200 ppm) it can also use in 1K moisture cured system as diluent.#",CN,,,< 0.02 %,,,0 ~ 15 (20℃),,,,,,,,,,,,,,,,,,,,175kg,FR,"50339816,0,11",,50339816
1,default,EDR,30529408,Sovermol? 1102,30529408,Sovermol? 1102,Sovermol? 1102,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of UV-stable polyurethanes,24,Slightly branched polyether/polyester,"Low viscous, yellow, clear liquid",6,Universal Co-poyol  |  Hydrophobic  |  Reactive diluent  |  Soft elastic performance  |  Gel time prolonger  |  ,In combination with Polymer MDI it can be used for the production of flexible 2-pack coating and casting compounds.,CN,,,< 0.1 %,2.1,,150 ~ 650 (20℃),,,,,,,,,,,,210 ~ 245,,,,,,,,180kg,DE,"50339823,0,11",,50339823
1,default,EDR,30529383,Sovermol? 1140,30529383,Sovermol? 1140,Sovermol? 1140,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,49,a polyol used in the manufacturing of polyurethanes,24,Fatty chemistry polyester,"Low viscous, yellow, clear liquid",6,Universal poyol for adhesives  |  Hydrophobic  |  Gel time prolonger  |  Hard flexible performance  |  High renewable raw material content  |  ,In combination with Polymer MDI it can be used especially for semi-rigid PU-foams and castings for electronic applications.,CN,,,< 0.2 %,2.7,,600 ~ 1400 (20℃),,,,,,,,,,,,190 ~ 230,,,,,,,,180kg,DE,,,
1,default,EDR,30661977,Basonat? HB 175 MP/X CN,30661977,Basonat? HB 175 MP/X CN,Basonat? HB 175 MP/X CN,1,https://detail.1688.com/offer/570797037719.html,41,an aliphatic biuret solved 75% in a solvent mixture of methoxypropyl acetate 1:1 xylene for lightfast and weather-resistant 2K polyurethane coatings,85,Biuret based on Hexamethylenediisocyanate (HDI),"Transparent, viscous liquid","2,6,10,",75% in methoxypropyl acetate 1:1 xylene  |  Diluted version of a biuret oligomer  |  High weather resistance  |  Good light fastness,used to formulate particularly lightfast and weather-resistant coatings#used in primers for difficult substrates such as aluminum or various plastic substrates#,CN,74~ 76,,,,,,0.13~ 0.3,16~ 17,,,,,,,,,,,,,,,,,,200kg,CN,"50488070,0,11",,50488070
1,default,EDR,30662007,Basonat? HB 275 B CN,30662007,Basonat? HB 275 B CN,Basonat? HB 275 B CN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,an aliphatic polyisocyanates solved 75% in n-butyl acetate for lightfast and weather-resistant 2K polyurethane coatings,85,Biuret of polyisocyanates based on Hexamethylene diisocyanate (HDI),liquid,"2,6,10,",75% in n-butyl acetate  |  Diluted version of a biuret oligomer  |  High weather resistance  |  Good light fastness,used to formulate particularly lightfast and weather-resistant coatings#used in primers for difficult substrates such as aluminum or various plastic substrates#,CN,74~ 76,,,,,,0.13~ 0.3,16~ 17,,,,,,,,,,,,,,,,,,200kg,CN,"50488133,0,11",,50488133
1,default,EDR,30555948,Basonat? HI 100 ap,30555948,Basonat? HI 100 ap,Basonat? HI 100 ap,1,https://detail.1688.com/offer/570670912367.html,41,aliphatic isocyanurate for lightfast and weather-resistant 2K polyurethane coatings,85,polyisocyanurate based on hexamethylene diisocyanate (HDI),liquid,"2,6,10,",,lightfast and weather-resistant 2K polyurethane coatings,CN,100,,,,,,"2,500 ~ 4,000",21.5 ~ 22.5,,,,,,,,,,,,,,,,,,230kg,CN,"50389318,0,11",,50389318
1,default,EDR,30555949,Basonat? HI 190 B/S ap,30555949,Basonat? HI 190 B/S ap,Basonat? HI 190 B/S ap,1,https://detail.1688.com/offer/570990839749.html,41,aliphatic isocyanurate for lightfast and weather-resistant 2K polyurethane coatings,85,polyisocyanurate based on hexamethylene diisocyanate (HDI),liquid,"2,6,10,",,lightfast and weather-resistant 2K polyurethane coatings,CN,90,,,,,,450 ~ 650,19.3 ~ 20.3,,,,,,,,,,,,,,,,,,230kg,CN,"50389320,0,11",,50389320
1,default,EDR,30593297,Basonat? HI 2000 NG,30593297,Basonat? HI 2000 NG,Basonat? HI 2000 NG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,an aliphatic low viscous isocyanurate for lightfast and weather-resistant 2K polyurethane coatings,85,isocyanurate based on Hexamethylenediisocyanate (HDI),transparent low viscous liquid,"2,6,10,",solvent free  |  low viscosity  |  HDI based isocyanate trimer  |  high weather resistance  |  good light fastness  |  ,used to formulate particularly lightfast and weather-resistant coatings,CN,100,,,,,,"900 ~ 1,500",22.5 - 23.5,,,,,,,,,,,,,,,,,,230kg,DE,"50354575,0,11",,50354575
1,default,EDR,30046484,Basonat? HA 1000,30046484,Basonat? HA 1000,Basonat? HA 1000,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,a low viscous aliphatic polyisocyanate for lightfast and weather-resistant 2K polyurethane coatings,85,Allophanate-modified polyisocyanate based on isocyanurated Hexamethylenediisocyanate (HDI),"Transparent, low viscous liquid","6,10",solvent free  |  low viscosity  |  Combination of isocyanurate and allophanate structures  |  High weather resistance  |  Good light fastness  |  Good functionality,used to formulate particularly lightfast and weather resistant high solids coatings.,CN,100,,,~ 3.18,,,"900 ~ 1,500",21~ 23,,,,,,,,,,,,,,,,,,,DE,"50028412,0,11",,50028412
1,default,EDR,30041236,Basonat? HA 2000,30041236,Basonat? HA 2000,Basonat? HA 2000,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,a low viscous aliphatic polyisocyanate for lightfast and weather-resistant 2K polyurethane coatings,85,Allophanate-modified polyisocyanate based on isocyanurated Hexamethylenediisocyanate (HDI),"Transparent, low viscous liquid","6,10",solvent free  |  low viscosity  |  Combination of isocyanurate and allophanate structures  |  High weather resistance  |  Good light fastness  |  Good functionality,used to formulate particularly lightfast and weather resistant high solids coatings.,CN,100,,,~ 2.92,,,500~ 900,18.5~ 21.5,,,,,,,,,,,,,,,,,,,DE,"50008265,0,11",,50008265
1,default,EDR,30041230,Basonat? HA 3000,30041230,Basonat? HA 3000,Basonat? HA 3000,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,a low viscous aliphatic polyisocyanate for lightfast and weather-resistant 2K polyurethane coatings,85,Allophanate-modified polyisocyanate based on isocyanurated Hexamethylenediisocyanate (HDI),"Transparent, low viscous liquid","6,10",solvent free  |  low viscosity  |  Combination of isocyanurate and allophanate structures  |  High weather resistance  |  Good light fastness  |  ,used to formulate particularly lightfast and weather resistant high solids coatings.,CN,100,,,~ 2.44,,,200~ 400,18.5 ~ 19.5,,,,,,,,,,,,,,,,,,,DE,"50056040,0,11",,50056040
1,default,EDR,30053299,Basonat? HW 1180 PC,30053299,Basonat? HW 1180 PC,Basonat? HW 1180 PC,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,an aliphatic emulsifier-modified isocyanurate for lightfast and weather-resistant water-based 2K polyurethane coatings,85,Emulsifier-modified isocyanurate based on Hexamethylenediisocyanate (HDI),"Transparent, viscous liquid","6,10",80% solution of Basonat? HW 1000 in propylene carbonate  |  Based on isocyanurate oligomer  |  High weather resistance  |  Good light fastness  |  Easy dispersable  |  Good potlife and reactivity behavior,directly used as hardener for water-based 2K PU top coats for interior and exterior application,CN,79 ~ 81,,,,,,450~ 850,13~ 14,,,,,,,,,,,,,,,,,,200kg  |  60kg  |  ,DE,"50059326,0,11",,50059326
1,default,EDR,30671545,Basonat? HW 3280 MBA,30671545,Basonat? HW 3280 MBA,Basonat? HW 3280 MBA,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,a water-emulsifiable polyfunctional polyisocyanate for fast drying water-based 2K polyurethane coatings,85,emulsifier-modified isocyanurate based on isocyanurated hexa-methylene diisocyanate (HDI) and isophorone diisocyanate (IPDI),translucent liquid,"6,10",80% solution in 3-methoxy-1-butyl acetate (Butoxyl?1)  |  combination of emulsifier-modified hexamethylene and isophorone diisocyanate oligomers  |  improves physical drying and hardness development  |  increased final hardness level at high elasticity  |  good weather resistance  |  good compatibility with both primary and secondary dispersions  |  good compatibility with coalescent solvents  |  good chemical resistance after full curing,used to formulate eco-friendly and high durable high performance 2K PU industrial coatings,CN,,,,,,,,,,,,,,,,,,,,,,,,,,200kg,DE,"50512557,0,11",,50512557
1,default,EDR,30667659,Basonat? HW 2100 CN,30667659,Basonat? HW 2100 CN,Basonat? HW 2100 CN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,41,"a water-emulsifiable polyfunctional isocyanate used to crosslink water-based OH-functional binders (e.g., primary and secondary dispersions)",85,emulsifier-modified polyisocyanate based on isocyanurated hexamethylene diisocyanate (HDI),clear viscous liquid,"6,10","work for water-based 2K polyurethae applications  |  hardener for high quality waterborne polyurethane system  |  easy emulsification into water  |  compatible with primary and secondary dispersions  |  non-yellowing, excellent light fastness  |  excellent clarity and high gloss  |  good chemical resistance  |  ",used to formulate eco-friendly and durable high performance 2K PU industrial coatings,CN,,,,,,,,,,,,,,,,,,,,,,,,,,200kg  |  50kg  |  1000kg,CN,"50501042,0,11",,50501042
1,default,EDR,30041500,Luwipal? 012,30041500,Luwipal? 012,Luwipal? 012,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,46,a low butanol etherified formaldehyde melamine resin based crosslinker for 1K stoving top coats,78,"Low butylated formaldehyde melamine resin (Imino-type), solved in n-butanol 3/2 xylene",Colorless clear liquid,10,High temperature reactive  |  Good performances in under cure baking conditions  |  High hardness  |  High solvent resistance  |  High weather resistance  |  Good light fastness,mainly used for high solvent resistant and very hard solvent-based 1K stoving clear coats for Automotive OEM. ,CN,56 ~ 60,,,,,,0.6 ~ 1.0,,,,,,,,,,,,,,,,,,,200kg,DE,"50027822,0,11",,50027822
1,default,EDR,30041478,Luwipal? 018,30041478,Luwipal? 018,Luwipal? 018,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,46,a partially butylated formaldehyde melamine resin based crosslinker for 1K stoving top coats,78,"Medium butylated formaldehyde melamine resin (Methylol-type), solved in n-butanol",Colorless clear viscous liquid,10,Temperature reactive  |  High chemical resistance  |  High hardness  |  Good balance of reactivity and elasticity  |  High weather resistance  |  Good light fastness,"is a standard crosslinker for high performing, solvent-based 1K stoving clear coats for Automotive OEM. ",CN,71 ~ 75,,,,,,4.0 ~ 7.0,,,,,,,,,,,,,,,,,,,200kg,DE,"50497961,0,11",,50497961
1,default,EDR,30212938,Larotact? 150,30212938,Larotact? 150,Larotact? 150,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,48,"low-molecular-mass crosslinker for baking finishes to enhance crosslinking density and resistance properties in combinations with amino resins, solution in n-butanol",78,"derivate of triazine, solution in n-butanol",liqiud,10,,"preferably used in finishes to be baked at low temperatures. Deblocking of reactive groups at 120 °C (248 °F) must be allowed, however. No formaldehyde is released during crosslinking.#not tend to autocondensation, making it an optimum crosslinker yielding an advantageous flexibility/hardness relation.#Preferred fields of application are automotive, industrial and coil- coating finishes.",CN,48 ~ 52,,,,,10 ~ 50 (23℃),,,,,,,,,3 ~ 6,,,,,,,,,,,190kg,DE,"54564970,0,11",,54564970
